shipment_id,customer_id,route_id,origin_address,destination_address,weight_kg,package_type,service_type,pickup_date,estimated_delivery,actual_delivery,status,total_cost_idr,tracking_number
SHP03322,CUS0232,RTE048,"Jl. Hayam Wuruk No. 181, Medan","Jl. Cempaka No. 55, Palembang",16.0,paket_kecil,regular,2022-06-07,2022-06-12,2022-06-12,delivered,240000,TRK2206070005
SHP03323,CUS0424,RTE020,"Jl. Mangga No. 208, Surabaya","Jl. Gajah Mada No. 278, Malang",43.0,fragile,same_day,2023-01-30,2023-01-30,2023-01-30,delivered,1032000,TRK2301300005
SHP03324,CUS0056,RTE017,"Jl. Setiabudi No. 185, Jakarta","Jl. Veteran No. 193, Balikpapan",25.7,paket_kecil,regular,2022-05-05,2022-05-10,2022-05-11,delivered,385500,TRK2205050005
SHP03325,CUS0183,RTE042,"Jl. Ahmad Yani No. 185, Semarang","Jl. Thamrin No. 282, Malang",49.7,fragile,regular,2023-07-04,2023-07-07,2023-07-06,delivered,472150,TRK2307040003
SHP03326,CUS0450,RTE072,"Jl. Mawar No. 105, Pekanbaru","Jl. Kebon Jeruk No. 287, Palembang",25.0,dokumen,express,2023-02-14,2023-02-17,2023-02-18,delivered,575000,TRK2302140006
SHP03327,CUS0295,RTE016,"Jl. Setiabudi No. 29, Jakarta","Jl. Thamrin No. 3, Manado",21.9,paket_kecil,regular,2024-11-21,2024-11-28,2024-11-28,delivered,470850,TRK2411210001
SHP03328,CUS0247,RTE073,"Jl. Veteran No. 14, Pekanbaru","Jl. Setiabudi No. 3, Medan",13.9,dokumen,express,2023-10-04,2023-10-05,2023-10-07,delivered,319700,TRK2310040009
SHP03329,CUS0425,RTE001,"Jl. Margonda No. 274, Jakarta","Jl. Cempaka No. 255, Bandung",44.4,paket_kecil,express,2023-05-17,2023-05-18,2023-05-19,delivered,754800,TRK2305170002
SHP03330,CUS0006,RTE037,"Jl. Pemuda No. 240, Bandung","Jl. Cempaka No. 27, Malang",31.8,fragile,same_day,2023-05-12,2023-05-12,2023-05-12,delivered,1049400,TRK2305120009
SHP03331,CUS0482,RTE002,"Jl. Diponegoro No. 251, Jakarta","Jl. Kebon Jeruk No. 272, Bogor",28.9,paket_kecil,regular,2024-05-21,2024-05-22,2024-05-22,delivered,216750,TRK2405210002
SHP03332,CUS0117,RTE025,"Jl. Sudirman No. 25, Surabaya","Jl. Hayam Wuruk No. 26, Makassar",44.9,paket_kecil,express,2025-01-22,2025-01-24,2025-01-27,delivered,1100050,TRK2501220004
SHP03333,CUS0336,RTE063,"Jl. Hayam Wuruk No. 153, Yogyakarta","Jl. Melati No. 108, Malang",45.2,paket_sedang,regular,2025-01-14,2025-01-17,2025-01-17,delivered,429400,TRK2501140003
SHP03334,CUS0497,RTE040,"Jl. Sudirman No. 196, Semarang","Jl. Pahlawan No. 262, Yogyakarta",8.3,paket_kecil,regular,2024-06-29,2024-07-01,2024-07-01,delivered,62250,TRK2406290006
SHP03335,CUS0323,RTE029,"Jl. Pahlawan No. 7, Surabaya","Jl. Gajah Mada No. 72, Manado",48.1,paket_kecil,regular,2024-01-28,2024-02-02,,in_transit,817700,TRK2401280005
SHP03336,CUS0058,RTE015,"Jl. Merdeka No. 169, Jakarta","Jl. Pahlawan No. 130, Makassar",23.5,dokumen,regular,2024-11-10,2024-11-15,,in_transit,387750,TRK2411100004
SHP03337,CUS0486,RTE045,"Jl. Sudirman No. 186, Semarang","Jl. Asia Afrika No. 107, Medan",49.2,paket_sedang,express,2022-09-04,2022-09-07,,returned,2214000,TRK2209040007
SHP03338,CUS0544,RTE035,"Jl. Gatot Subroto No. 263, Bandung","Jl. Sudirman No. 184, Surabaya",37.5,paket_besar,regular,2022-09-18,2022-09-22,2022-09-21,delivered,431250,TRK2209180005
SHP03339,CUS0004,RTE064,"Jl. Ahmad Yani No. 22, Yogyakarta","Jl. Ahmad Yani No. 192, Semarang",3.5,paket_sedang,express,2023-03-12,2023-03-13,2023-03-13,delivered,50750,TRK2303120002
SHP03340,CUS0158,RTE061,"Jl. Cendrawasih No. 75, Denpasar","Jl. Setiabudi No. 196, Yogyakarta",28.1,paket_besar,express,2023-06-28,2023-06-30,,lost,604150,TRK2306280005
SHP03341,CUS0459,RTE029,"Jl. Anggrek No. 239, Surabaya","Jl. Cempaka No. 104, Manado",2.2,fragile,express,2024-01-28,2024-01-31,2024-01-31,delivered,77000,TRK2401280006
SHP03342,CUS0209,RTE078,"Jl. Thamrin No. 193, Pontianak","Jl. Thamrin No. 188, Balikpapan",20.7,paket_sedang,regular,2024-06-17,2024-06-21,2024-06-21,delivered,269100,TRK2406170004
SHP03343,CUS0309,RTE016,"Jl. Merdeka No. 245, Jakarta","Jl. Merdeka No. 153, Manado",30.8,paket_kecil,regular,2025-01-01,2025-01-08,2025-01-13,delivered,662200,TRK2501010006
SHP03344,CUS0072,RTE073,"Jl. Veteran No. 221, Pekanbaru","Jl. Imam Bonjol No. 297, Medan",14.4,paket_kecil,regular,2023-03-02,2023-03-05,,in_transit,136800,TRK2303020004
SHP03345,CUS0438,RTE045,"Jl. Raya Bogor No. 100, Semarang","Jl. Gatot Subroto No. 157, Medan",45.1,fragile,express,2023-07-28,2023-07-31,2023-07-31,delivered,2029500,TRK2307280004
SHP03346,CUS0431,RTE071,"Jl. Setiabudi No. 61, Pekanbaru","Jl. Gajah Mada No. 17, Padang",37.7,paket_sedang,regular,2023-08-25,2023-08-27,2023-08-27,delivered,320450,TRK2308250006
SHP03347,CUS0239,RTE014,"Jl. Kenanga No. 230, Jakarta","Jl. Cempaka No. 282, Pekanbaru",29.0,paket_besar,same_day,2023-04-13,2023-04-13,2023-04-13,delivered,1370250,TRK2304130002
SHP03348,CUS0048,RTE017,"Jl. Merdeka No. 5, Jakarta","Jl. Ahmad Yani No. 80, Balikpapan",40.5,paket_kecil,regular,2024-11-27,2024-12-02,2024-12-03,delivered,607500,TRK2411270002
SHP03349,CUS0246,RTE014,"Jl. Raya Bogor No. 292, Jakarta","Jl. Imam Bonjol No. 3, Pekanbaru",38.4,paket_kecil,express,2022-11-11,2022-11-14,2022-11-15,delivered,1209600,TRK2211110003
SHP03350,CUS0265,RTE001,"Jl. Sudirman No. 159, Jakarta","Jl. Veteran No. 280, Bandung",45.9,fragile,regular,2024-11-20,2024-11-22,2024-11-22,delivered,367200,TRK2411200003
SHP03351,CUS0042,RTE064,"Jl. Kebon Jeruk No. 79, Yogyakarta","Jl. Imam Bonjol No. 22, Semarang",36.9,paket_sedang,express,2024-11-02,2024-11-03,2024-11-04,delivered,535050,TRK2411020006
SHP03352,CUS0437,RTE026,"Jl. Cendrawasih No. 258, Surabaya","Jl. Sudirman No. 183, Solo",10.3,fragile,regular,2024-12-21,2024-12-23,2024-12-23,delivered,87550,TRK2412210004
SHP03353,CUS0569,RTE068,"Jl. Diponegoro No. 104, Balikpapan","Jl. Merdeka No. 23, Banjarmasin",28.3,dokumen,express,2025-01-15,2025-01-17,2025-01-17,delivered,608450,TRK2501150003
SHP03354,CUS0476,RTE064,"Jl. Thamrin No. 239, Yogyakarta","Jl. Gajah Mada No. 51, Semarang",26.2,fragile,regular,2022-08-02,2022-08-04,2022-08-03,delivered,196500,TRK2208020006
SHP03355,CUS0520,RTE053,"Jl. Merdeka No. 207, Makassar","Jl. Mawar No. 271, Denpasar",46.7,paket_sedang,express,2022-05-20,2022-05-22,2022-05-25,delivered,1284250,TRK2205200003
SHP03356,CUS0558,RTE074,"Jl. Imam Bonjol No. 6, Palembang","Jl. Sudirman No. 194, Lampung",38.8,paket_besar,express,2024-12-08,2024-12-09,2024-12-09,delivered,892400,TRK2412080006
SHP03357,CUS0164,RTE063,"Jl. Mangga No. 25, Yogyakarta","Jl. Pemuda No. 84, Malang",18.5,paket_sedang,regular,2024-02-12,2024-02-15,2024-02-15,delivered,175750,TRK2402120008
SHP03358,CUS0024,RTE055,"Jl. Kenanga No. 39, Makassar","Jl. Raya Bogor No. 231, Surabaya",29.9,paket_kecil,regular,2022-07-26,2022-07-30,2022-07-31,delivered,358800,TRK2207260003
SHP03359,CUS0468,RTE078,"Jl. Mawar No. 5, Pontianak","Jl. Merdeka No. 64, Balikpapan",2.2,dokumen,regular,2023-06-26,2023-06-30,2023-07-01,delivered,28600,TRK2306260008
SHP03360,CUS0005,RTE080,"Jl. Kenanga No. 178, Manado","Jl. Pajajaran No. 133, Gorontalo",12.9,paket_sedang,regular,2022-04-02,2022-04-05,2022-04-08,delivered,122550,TRK2204020002
SHP03361,CUS0279,RTE069,"Jl. Veteran No. 99, Balikpapan","Jl. Ahmad Yani No. 214, Pontianak",45.0,paket_kecil,regular,2024-07-26,2024-07-30,,returned,585000,TRK2407260005
SHP03362,CUS0139,RTE050,"Jl. Thamrin No. 94, Medan","Jl. Asia Afrika No. 111, Jakarta",3.6,fragile,express,2022-03-02,2022-03-05,2022-03-05,delivered,140400,TRK2203020003
SHP03363,CUS0433,RTE054,"Jl. Pemuda No. 29, Makassar","Jl. Hayam Wuruk No. 296, Balikpapan",23.9,paket_sedang,regular,2022-02-19,2022-02-23,,delivered,274850,TRK2202190006
SHP03364,CUS0544,RTE064,"Jl. Pajajaran No. 285, Yogyakarta","Jl. Sudirman No. 109, Semarang",22.3,paket_kecil,express,2023-11-16,2023-11-17,2023-11-19,delivered,323350,TRK2311160005
SHP03365,CUS0247,RTE057,"Jl. Asia Afrika No. 65, Denpasar","Jl. Cendrawasih No. 270, Mataram",26.4,dokumen,regular,2023-11-15,2023-11-17,2023-11-19,delivered,211200,TRK2311150004
SHP03366,CUS0328,RTE063,"Jl. Kenanga No. 51, Yogyakarta","Jl. Veteran No. 226, Malang",10.1,dokumen,regular,2022-09-02,2022-09-05,2022-09-07,delivered,95950,TRK2209020004
SHP03367,CUS0347,RTE050,"Jl. Diponegoro No. 139, Medan","Jl. Melati No. 142, Jakarta",48.3,paket_kecil,regular,2022-08-16,2022-08-21,2022-08-22,delivered,869400,TRK2208160004
SHP03368,CUS0558,RTE021,"Jl. Mawar No. 116, Surabaya","Jl. Pajajaran No. 20, Yogyakarta",17.7,paket_besar,express,2024-04-16,2024-04-17,2024-04-17,delivered,354000,TRK2404160001
SHP03369,CUS0033,RTE068,"Jl. Pemuda No. 8, Balikpapan","Jl. Mawar No. 267, Banjarmasin",13.8,fragile,regular,2022-01-28,2022-01-31,2022-02-02,delivered,131100,TRK2201280009
SHP03370,CUS0341,RTE057,"Jl. Mawar No. 151, Denpasar","Jl. Cendrawasih No. 198, Mataram",7.0,paket_sedang,express,2024-09-21,2024-09-22,2024-09-23,delivered,126000,TRK2409210004
SHP03371,CUS0325,RTE055,"Jl. Hayam Wuruk No. 65, Makassar","Jl. Hayam Wuruk No. 176, Surabaya",33.2,paket_kecil,regular,2023-11-16,2023-11-20,2023-11-21,delivered,398400,TRK2311160006
SHP03372,CUS0433,RTE052,"Jl. Mawar No. 90, Makassar","Jl. Cempaka No. 92, Manado",28.7,dokumen,regular,2022-11-28,2022-12-03,2022-12-03,delivered,430500,TRK2211280002
SHP03373,CUS0431,RTE061,"Jl. Cempaka No. 139, Denpasar","Jl. Thamrin No. 222, Yogyakarta",33.3,dokumen,same_day,2023-06-17,2023-06-17,2023-06-17,delivered,1073925,TRK2306170001
SHP03374,CUS0530,RTE021,"Jl. Mawar No. 120, Surabaya","Jl. Kenanga No. 209, Yogyakarta",33.6,paket_sedang,regular,2022-10-04,2022-10-07,,in_transit,302400,TRK2210040003
SHP03375,CUS0208,RTE069,"Jl. Raya Bogor No. 269, Balikpapan","Jl. Imam Bonjol No. 71, Pontianak",7.8,paket_sedang,regular,2024-05-16,2024-05-20,2024-05-21,delivered,101400,TRK2405160004
SHP03376,CUS0432,RTE024,"Jl. Mangga No. 212, Surabaya","Jl. Cendrawasih No. 45, Bandung",3.1,paket_kecil,regular,2024-10-15,2024-10-19,2024-10-19,delivered,35650,TRK2410150004
SHP03377,CUS0568,RTE007,"Jl. Kenanga No. 160, Jakarta","Jl. Merdeka No. 252, Yogyakarta",32.6,dokumen,regular,2022-11-26,2022-11-29,,in_transit,342300,TRK2211260004
SHP03378,CUS0421,RTE019,"Jl. Melati No. 119, Jakarta","Jl. Kebon Jeruk No. 188, Banjarmasin",0.3,paket_kecil,regular,2022-06-08,2022-06-12,2022-06-12,delivered,4050,TRK2206080002
SHP03379,CUS0439,RTE053,"Jl. Pemuda No. 200, Makassar","Jl. Kebon Jeruk No. 19, Denpasar",29.3,paket_sedang,regular,2022-03-16,2022-03-20,2022-03-21,delivered,336950,TRK2203160005
SHP03380,CUS0086,RTE001,"Jl. Thamrin No. 55, Jakarta","Jl. Cendrawasih No. 201, Bandung",17.8,paket_sedang,regular,2023-09-25,2023-09-27,2023-09-27,delivered,142400,TRK2309250005
SHP03381,CUS0319,RTE032,"Jl. Thamrin No. 28, Bandung","Jl. Asia Afrika No. 243, Bogor",44.3,paket_besar,regular,2022-09-24,2022-09-26,2022-09-27,delivered,354400,TRK2209240006
SHP03382,CUS0503,RTE039,"Jl. Setiabudi No. 81, Bandung","Jl. Sudirman No. 162, Denpasar",9.1,paket_besar,regular,2025-01-31,2025-02-04,2025-02-05,delivered,122850,TRK2501310007
SHP03383,CUS0469,RTE026,"Jl. Thamrin No. 256, Surabaya","Jl. Setiabudi No. 102, Solo",8.0,paket_sedang,regular,2024-02-04,2024-02-06,2024-02-08,delivered,68000,TRK2402040001
SHP03384,CUS0410,RTE073,"Jl. Asia Afrika No. 24, Pekanbaru","Jl. Pajajaran No. 230, Medan",3.0,paket_sedang,express,2024-04-07,2024-04-08,2024-04-10,delivered,69000,TRK2404070001
SHP03385,CUS0068,RTE016,"Jl. Melati No. 48, Jakarta","Jl. Merdeka No. 130, Manado",0.1,paket_kecil,regular,2022-02-15,2022-02-22,,returned,2150,TRK2202150002
SHP03386,CUS0417,RTE035,"Jl. Pahlawan No. 76, Bandung","Jl. Mawar No. 216, Surabaya",45.4,paket_kecil,regular,2023-09-20,2023-09-24,2023-09-26,delivered,522100,TRK2309200006
SHP03387,CUS0424,RTE044,"Jl. Diponegoro No. 221, Semarang","Jl. Raya Bogor No. 183, Denpasar",3.1,paket_kecil,regular,2023-08-06,2023-08-10,2023-08-11,delivered,35650,TRK2308060004
SHP03388,CUS0503,RTE034,"Jl. Gatot Subroto No. 42, Bandung","Jl. Cendrawasih No. 8, Yogyakarta",7.9,paket_kecil,express,2023-12-23,2023-12-24,2023-12-24,delivered,177750,TRK2312230004
SHP03389,CUS0563,RTE069,"Jl. Pajajaran No. 256, Balikpapan","Jl. Hayam Wuruk No. 184, Pontianak",30.0,fragile,express,2023-10-11,2023-10-14,2023-10-15,delivered,960000,TRK2310110005
SHP03390,CUS0192,RTE008,"Jl. Ahmad Yani No. 36, Jakarta","Jl. Raya Bogor No. 177, Solo",44.1,paket_kecil,express,2022-12-04,2022-12-06,2022-12-08,delivered,1102500,TRK2212040002
SHP03391,CUS0051,RTE013,"Jl. Imam Bonjol No. 141, Jakarta","Jl. Pajajaran No. 119, Padang",1.1,paket_sedang,express,2022-10-02,2022-10-05,,returned,35750,TRK2210020005
SHP03392,CUS0507,RTE059,"Jl. Margonda No. 143, Denpasar","Jl. Pemuda No. 148, Lombok",11.4,paket_besar,regular,2023-09-26,2023-09-28,2023-09-28,delivered,91200,TRK2309260005
SHP03393,CUS0468,RTE068,"Jl. Cendrawasih No. 256, Balikpapan","Jl. Margonda No. 145, Banjarmasin",43.9,dokumen,express,2024-07-19,2024-07-21,,in_transit,943850,TRK2407190003
SHP03394,CUS0133,RTE034,"Jl. Kebon Jeruk No. 202, Bandung","Jl. Pajajaran No. 141, Yogyakarta",45.7,paket_sedang,same_day,2024-11-10,2024-11-10,2024-11-10,delivered,1542375,TRK2411100005
SHP03395,CUS0303,RTE014,"Jl. Mangga No. 6, Jakarta","Jl. Cendrawasih No. 231, Pekanbaru",31.4,paket_besar,regular,2022-02-14,2022-02-19,2022-02-18,delivered,439600,TRK2202140006
SHP03396,CUS0587,RTE057,"Jl. Kenanga No. 150, Denpasar","Jl. Pemuda No. 89, Mataram",30.7,paket_kecil,express,2023-05-23,2023-05-24,2023-05-24,delivered,552600,TRK2305230003
SHP03397,CUS0266,RTE017,"Jl. Asia Afrika No. 66, Jakarta","Jl. Anggrek No. 65, Balikpapan",21.2,paket_sedang,express,2024-08-20,2024-08-23,2024-08-28,delivered,763200,TRK2408200011
SHP03398,CUS0052,RTE024,"Jl. Pemuda No. 265, Surabaya","Jl. Mangga No. 37, Bandung",0.2,paket_sedang,express,2022-07-01,2022-07-03,2022-07-03,delivered,4700,TRK2207010004
SHP03399,CUS0542,RTE034,"Jl. Veteran No. 136, Bandung","Jl. Raya Bogor No. 180, Yogyakarta",44.6,paket_kecil,regular,2022-10-29,2022-11-01,2022-11-06,delivered,423700,TRK2210290004
SHP03400,CUS0229,RTE037,"Jl. Merdeka No. 136, Bandung","Jl. Ahmad Yani No. 29, Malang",35.9,paket_sedang,regular,2024-11-18,2024-11-22,2024-11-24,delivered,430800,TRK2411180002
SHP03401,CUS0425,RTE028,"Jl. Gatot Subroto No. 123, Surabaya","Jl. Mangga No. 169, Balikpapan",30.6,paket_kecil,regular,2024-07-10,2024-07-14,2024-07-15,delivered,382500,TRK2407100003
SHP03402,CUS0276,RTE042,"Jl. Cempaka No. 11, Semarang","Jl. Pajajaran No. 242, Malang",10.5,paket_sedang,regular,2022-11-16,2022-11-19,2022-11-20,delivered,99750,TRK2211160005
SHP03403,CUS0076,RTE013,"Jl. Gatot Subroto No. 94, Jakarta","Jl. Imam Bonjol No. 158, Padang",31.9,dokumen,express,2024-11-12,2024-11-15,,in_transit,1036750,TRK2411120002
SHP03404,CUS0081,RTE041,"Jl. Ahmad Yani No. 135, Semarang","Jl. Setiabudi No. 254, Solo",48.7,paket_sedang,regular,2024-08-09,2024-08-11,2024-08-12,delivered,365250,TRK2408090003
SHP03405,CUS0467,RTE007,"Jl. Melati No. 30, Jakarta","Jl. Gajah Mada No. 15, Yogyakarta",22.3,paket_sedang,express,2022-02-10,2022-02-12,2022-02-13,delivered,512900,TRK2202100003
SHP03406,CUS0134,RTE050,"Jl. Raya Bogor No. 112, Medan","Jl. Pahlawan No. 228, Jakarta",20.3,fragile,same_day,2023-02-19,2023-02-19,2023-02-19,delivered,1187550,TRK2302190002
SHP03407,CUS0343,RTE058,"Jl. Diponegoro No. 2, Denpasar","Jl. Setiabudi No. 254, Surabaya",30.4,dokumen,same_day,2024-10-02,2024-10-02,,in_transit,980400,TRK2410020003
SHP03408,CUS0042,RTE062,"Jl. Anggrek No. 124, Yogyakarta","Jl. Mawar No. 265, Solo",25.0,paket_sedang,regular,2023-01-26,2023-01-27,,in_transit,187500,TRK2301260002
SHP03409,CUS0446,RTE025,"Jl. Imam Bonjol No. 290, Surabaya","Jl. Asia Afrika No. 266, Makassar",15.1,paket_kecil,regular,2025-01-21,2025-01-25,2025-01-26,delivered,181200,TRK2501210003
SHP03410,CUS0520,RTE047,"Jl. Mawar No. 292, Medan","Jl. Diponegoro No. 270, Pekanbaru",8.4,paket_besar,same_day,2022-02-06,2022-02-06,2022-02-06,delivered,270900,TRK2202060006
SHP03411,CUS0361,RTE014,"Jl. Hayam Wuruk No. 296, Jakarta","Jl. Hayam Wuruk No. 85, Pekanbaru",24.1,paket_kecil,express,2024-10-08,2024-10-11,2024-10-16,delivered,759150,TRK2410080004
SHP03412,CUS0370,RTE043,"Jl. Pajajaran No. 115, Semarang","Jl. Merdeka No. 105, Surabaya",3.6,paket_sedang,express,2023-04-12,2023-04-13,2023-04-13,delivered,64800,TRK2304120004
SHP03413,CUS0219,RTE039,"Jl. Melati No. 169, Bandung","Jl. Imam Bonjol No. 33, Denpasar",30.9,paket_sedang,regular,2024-08-09,2024-08-13,,returned,417150,TRK2408090004
SHP03414,CUS0389,RTE047,"Jl. Kebon Jeruk No. 26, Medan","Jl. Diponegoro No. 58, Pekanbaru",40.2,paket_besar,regular,2022-12-18,2022-12-21,2022-12-22,delivered,381900,TRK2212180007
SHP03415,CUS0435,RTE040,"Jl. Raya Bogor No. 289, Semarang","Jl. Gajah Mada No. 268, Yogyakarta",33.5,paket_besar,regular,2022-04-26,2022-04-28,2022-04-30,delivered,251250,TRK2204260003
SHP03416,CUS0360,RTE016,"Jl. Kebon Jeruk No. 65, Jakarta","Jl. Hayam Wuruk No. 117, Manado",25.7,paket_sedang,express,2024-05-13,2024-05-16,2024-05-16,delivered,1349250,TRK2405130003
SHP03417,CUS0003,RTE043,"Jl. Merdeka No. 254, Semarang","Jl. Imam Bonjol No. 107, Surabaya",8.6,paket_sedang,express,2022-12-10,2022-12-11,,in_transit,154800,TRK2212100006
SHP03418,CUS0510,RTE037,"Jl. Raya Bogor No. 198, Bandung","Jl. Setiabudi No. 96, Malang",9.0,fragile,express,2024-09-01,2024-09-03,2024-09-03,delivered,198000,TRK2409010007
SHP03419,CUS0091,RTE010,"Jl. Pajajaran No. 179, Jakarta","Jl. Pahlawan No. 134, Denpasar",38.0,paket_kecil,express,2022-10-02,2022-10-05,2022-10-08,delivered,1254000,TRK2210020006
SHP03420,CUS0027,RTE057,"Jl. Hayam Wuruk No. 229, Denpasar","Jl. Cempaka No. 99, Mataram",36.7,paket_kecil,express,2023-09-06,2023-09-07,2023-09-07,delivered,660600,TRK2309060003
SHP03421,CUS0275,RTE015,"Jl. Mangga No. 290, Jakarta","Jl. Imam Bonjol No. 139, Makassar",15.8,paket_sedang,same_day,2024-02-27,2024-02-27,2024-02-27,delivered,770250,TRK2402270003
SHP03422,CUS0270,RTE026,"Jl. Kenanga No. 143, Surabaya","Jl. Sudirman No. 295, Solo",47.4,paket_besar,regular,2024-10-06,2024-10-08,2024-10-08,delivered,402900,TRK2410060008
SHP03423,CUS0077,RTE046,"Jl. Mawar No. 118, Medan","Jl. Raya Bogor No. 212, Padang",26.4,dokumen,regular,2022-05-01,2022-05-04,2022-05-04,delivered,290400,TRK2205010009
SHP03424,CUS0113,RTE070,"Jl. Diponegoro No. 179, Balikpapan","Jl. Gatot Subroto No. 61, Makassar",39.5,fragile,regular,2024-12-24,2024-12-28,2024-12-28,delivered,454250,TRK2412240003
SHP03425,CUS0134,RTE003,"Jl. Melati No. 182, Jakarta","Jl. Mangga No. 54, Tangerang",13.8,paket_besar,regular,2024-04-28,2024-04-29,2024-04-29,delivered,96600,TRK2404280005
SHP03426,CUS0080,RTE080,"Jl. Cendrawasih No. 207, Manado","Jl. Pajajaran No. 236, Gorontalo",34.3,paket_besar,regular,2023-11-13,2023-11-16,2023-11-16,delivered,325850,TRK2311130002
SHP03427,CUS0277,RTE031,"Jl. Ahmad Yani No. 1, Surabaya","Jl. Setiabudi No. 42, Pekanbaru",0.2,paket_kecil,express,2024-02-01,2024-02-04,,in_transit,8100,TRK2402010003
SHP03428,CUS0351,RTE059,"Jl. Imam Bonjol No. 156, Denpasar","Jl. Mawar No. 190, Lombok",21.0,paket_sedang,same_day,2024-03-19,2024-03-19,,lost,519750,TRK2403190002
SHP03429,CUS0372,RTE059,"Jl. Merdeka No. 72, Denpasar","Jl. Mangga No. 245, Lombok",24.0,paket_kecil,same_day,2022-05-01,2022-05-01,,in_transit,594000,TRK2205010010
SHP03430,CUS0346,RTE001,"Jl. Cendrawasih No. 267, Jakarta","Jl. Hayam Wuruk No. 11, Bandung",39.6,paket_besar,regular,2023-05-10,2023-05-12,,in_transit,316800,TRK2305100006
SHP03431,CUS0250,RTE007,"Jl. Cempaka No. 153, Jakarta","Jl. Cendrawasih No. 96, Yogyakarta",6.0,paket_besar,express,2022-02-17,2022-02-19,2022-02-22,delivered,138000,TRK2202170005
SHP03432,CUS0101,RTE049,"Jl. Hayam Wuruk No. 113, Medan","Jl. Mawar No. 113, Banda Aceh",41.8,paket_besar,regular,2023-02-22,2023-02-25,2023-02-27,delivered,438900,TRK2302220004
SHP03433,CUS0304,RTE022,"Jl. Kenanga No. 1, Surabaya","Jl. Melati No. 271, Semarang",3.6,paket_besar,regular,2022-11-02,2022-11-05,,returned,32400,TRK2211020005
SHP03434,CUS0593,RTE026,"Jl. Thamrin No. 295, Surabaya","Jl. Kebon Jeruk No. 194, Solo",5.7,paket_besar,express,2022-08-17,2022-08-18,2022-08-21,delivered,114000,TRK2208170005
SHP03435,CUS0052,RTE056,"Jl. Imam Bonjol No. 63, Makassar","Jl. Imam Bonjol No. 28, Kendari",11.1,paket_besar,regular,2022-04-29,2022-05-02,2022-05-02,delivered,105450,TRK2204290002
SHP03436,CUS0061,RTE035,"Jl. Asia Afrika No. 62, Bandung","Jl. Mawar No. 294, Surabaya",32.0,paket_sedang,regular,2024-06-01,2024-06-05,,in_transit,368000,TRK2406010003
SHP03437,CUS0208,RTE014,"Jl. Cempaka No. 295, Jakarta","Jl. Pemuda No. 212, Pekanbaru",22.2,paket_sedang,express,2024-03-04,2024-03-07,2024-03-08,delivered,699300,TRK2403040005
SHP03438,CUS0563,RTE060,"Jl. Ahmad Yani No. 216, Denpasar","Jl. Gatot Subroto No. 77, Makassar",7.6,paket_besar,express,2023-03-25,2023-03-28,2023-03-27,delivered,167200,TRK2303250005
SHP03439,CUS0502,RTE070,"Jl. Anggrek No. 160, Balikpapan","Jl. Margonda No. 241, Makassar",22.7,paket_sedang,express,2024-10-30,2024-11-01,2024-11-01,delivered,612900,TRK2410300002
SHP03440,CUS0222,RTE059,"Jl. Gajah Mada No. 207, Denpasar","Jl. Anggrek No. 201, Lombok",26.9,paket_sedang,regular,2024-07-04,2024-07-06,,lost,215200,TRK2407040002
SHP03441,CUS0260,RTE065,"Jl. Pahlawan No. 120, Yogyakarta","Jl. Sudirman No. 19, Surabaya",28.5,paket_sedang,regular,2023-06-12,2023-06-15,2023-06-16,delivered,256500,TRK2306120003
SHP03442,CUS0341,RTE076,"Jl. Gajah Mada No. 9, Palembang","Jl. Asia Afrika No. 100, Jakarta",42.6,paket_besar,regular,2024-02-27,2024-03-01,2024-03-02,delivered,404700,TRK2402270004
SHP03443,CUS0156,RTE012,"Jl. Gatot Subroto No. 168, Jakarta","Jl. Imam Bonjol No. 229, Palembang",38.3,paket_sedang,regular,2023-07-22,2023-07-25,2023-07-24,delivered,363850,TRK2307220003
SHP03444,CUS0164,RTE069,"Jl. Pahlawan No. 151, Balikpapan","Jl. Setiabudi No. 208, Pontianak",15.5,paket_sedang,regular,2023-05-07,2023-05-11,2023-05-11,delivered,201500,TRK2305070003
SHP03445,CUS0431,RTE042,"Jl. Thamrin No. 291, Semarang","Jl. Ahmad Yani No. 86, Malang",33.2,paket_besar,express,2022-08-05,2022-08-06,2022-08-06,delivered,614200,TRK2208050003
SHP03446,CUS0584,RTE053,"Jl. Kebon Jeruk No. 121, Makassar","Jl. Melati No. 276, Denpasar",4.4,paket_kecil,express,2022-05-09,2022-05-11,2022-05-11,delivered,121000,TRK2205090002
SHP03447,CUS0525,RTE010,"Jl. Margonda No. 124, Jakarta","Jl. Imam Bonjol No. 298, Denpasar",40.2,dokumen,regular,2022-04-09,2022-04-13,2022-04-13,delivered,562800,TRK2204090006
SHP03448,CUS0313,RTE037,"Jl. Cempaka No. 135, Bandung","Jl. Thamrin No. 178, Malang",34.1,paket_sedang,regular,2022-07-21,2022-07-25,2022-07-26,delivered,409200,TRK2207210004
SHP03449,CUS0229,RTE079,"Jl. Ahmad Yani No. 80, Pontianak","Jl. Melati No. 287, Jakarta",28.3,dokumen,same_day,2022-05-29,2022-05-29,2022-05-30,delivered,955125,TRK2205290003
SHP03450,CUS0165,RTE056,"Jl. Kenanga No. 28, Makassar","Jl. Sudirman No. 257, Kendari",42.2,paket_sedang,express,2022-04-13,2022-04-14,2022-04-15,delivered,801800,TRK2204130003
